page_title,users_reverted_past_1_week
Arif Mohammad Khan,8
Eknath Shinde,6
Jammu & Kashmir National Conference,5
Pattali Makkal Katchi,4
Deepak Vasant Kesarkar,4
Chandra Shekhar Azad,3
Sikkim Legislative Assembly,3
Uttarpara (Vidhan Sabha constituency),2
Lal Bahadur Shastri,2
Chiranjeevi,2
