page_title,change_from_last_week
Jai Lava Kusa,23
Yuzvendra Chahal,15
K. S. Ravindra,13
Thalapathy 69,12
Jorhat,9
Musunuri Nayakas,9
Vinai Kumar Saxena,9
Baby John (film),8
Madha Gaja Raja,8
Amrita Singh,7
