page_title,change_from_last_week
Communist Party of India (Marxist),5
Perni Venkataramaiah,5
The Kashmir Files,4
2022 Indian Rajya Sabha elections,3
State legislative assemblies of India,3
Nitin Gadkari,3
2022 Uttar Pradesh Legislative Assembly election,2
Indira Gandhi,2
President of India,2
All India Majlis-e-Ittehadul Muslimeen,2
