page_title,change_from_last_week
Leo (2023 Indian film),35
2023 Nepal earthquake,25
Salaar,12
Elvish Yadav,12
Nikki Haley,10
India national cricket team,10
RRR (film),10
Skanda (film),9
Rangiya,8
2011 Cricket World Cup,7
