page_title,change_from_last_week
Muhammad Iqbal,6
Brahmeshwar Singh,6
Sidhu Moose Wala,5
Hardeep Singh Nijjar,5
2023 Rajasthan Legislative Assembly election,4
Next Telangana Legislative Assembly election,3
Corruption in India,3
Next Indian general election,3
Dravida Munnetra Kazhagam,3
Pattali Makkal Katchi,3
