page_title,users_reverted_past_1_week
Leo (2023 Indian film),39
2023 Nepal earthquake,25
Salaar,18
Jailer (film),17
Tejas (film),17
Nikki Haley,15
Skanda (film),12
Elvish Yadav,12
India national cricket team,11
RRR (film),11
