page_title,users_reverted_past_1_week
Pattali Makkal Katchi,13
Mithun Chakraborty,5
Devendra Fadnavis,4
S. P. Velumani,4
Samajwadi Party,3
Uniform Civil Code,3
V. S. Achuthanandan,2
Jagdeep Dhankhar,2
Rashtriya Swayamsevak Sangh,2
Hindutva,2
