page_title,change_from_last_week
Pattali Makkal Katchi,13
Mithun Chakraborty,5
S. P. Velumani,4
Devendra Fadnavis,3
Samajwadi Party,3
Uniform Civil Code,3
Government of India,2
Vijay Mallya,2
Shashi Tharoor,2
A. K. Antony,2
