page_title,users_reverted_past_1_week
Eknath Shinde,39
2022 Maharashtra political crisis,15
Ajit Pawar,14
Simranjit Singh Mann,9
Murder of Kanhaiya Lal,9
Agnipath Scheme,7
Maharashtra Legislative Assembly,7
Maha Vikas Aghadi,7
Shiv Sena,6
Shiromani Akali Dal (Amritsar),6
