page_title,change_from_last_week
Eknath Shinde,31
2022 Maharashtra political crisis,15
Ajit Pawar,14
Simranjit Singh Mann,9
Murder of Kanhaiya Lal,9
Shiv Sena,6
Shiromani Akali Dal (Amritsar),6
2008 Mumbai attacks,4
Devendra Fadnavis,4
All India Forward Bloc,4
