page_title,users_reverted_past_1_week
2022 Gujarat Legislative Assembly election,15
Telangana Rashtra Samithi,9
Rinshad Reera,5
Lal Bahadur Shastri,4
Vivek Agnihotri,4
2022 Himachal Pradesh Legislative Assembly election,4
Ambedkar Makkal Iyakkam,4
Communist Party of India,4
Kodiyeri Balakrishnan,4
Mahatma Gandhi,3
