page_title,users_reverted_past_1_week
Ram Setu (film),19
Beast (2022 Indian film),13
Thank God (film),12
Cobra (upcoming film),11
Brahmāstra: Part One – Shiva,11
Varisu,11
Aditya Chola II,10
Sita Ramam,9
Lokesh Kanagaraj,9
Suryakumar Yadav,8
