page_title,change_from_last_week
2024 elections in India,6
YSR Telangana Party,5
Anurag Thakur,5
Dravida Munnetra Kazhagam,4
Bhajan Lal Sharma,4
Y. S. Sharmila,3
2019 Andhra Pradesh Legislative Assembly election,3
Khilafat Movement,3
Mohan Yadav,3
Raghuraj Pratap Singh,2
