page_title,change_from_last_week
2025 Bihar Legislative Assembly election,4
2014 Indian general election,3
V. Sivankutty,3
Lord Mountbatten,2
R. K. Puram Assembly constituency,2
Adhir Ranjan Chowdhury,2
Revanth Reddy,2
Third Modi ministry,2
Next West Bengal Legislative Assembly election,2
Anbil Mahesh Poyyamozhi,2
