page_title,users_reverted_past_1_week
2026 Men's T20 World Cup,18
Shubman Gill,15
DreamWorks Pictures,13
Sreeleela,12
Shubhanshu Shukla,9
Air India Flight 171,9
The RajaSaab,8
Akshay Nanavati,7
Indian cricket team in England in 2025,7
Sinti,7
