page_title,users_reverted_past_1_week
2025 Bihar Legislative Assembly election,6
2014 Indian general election,4
Reservation in India,3
Next Tamil Nadu Legislative Assembly election,3
Lord Mountbatten,3
V. Sivankutty,3
Tamilaga Vettri Kazhagam,2
Hindu Mahasabha,2
R. K. Puram Assembly constituency,2
Adhir Ranjan Chowdhury,2
