page_title,users_reverted_past_1_week
Vijay Singla,9
Maqbool Bhat,6
2019 Maharashtra Legislative Assembly election,6
2022 Indian Rajya Sabha elections,4
L. K. Advani,4
All India Trinamool Congress,4
Vice President of India,3
2022 Gujarat Legislative Assembly election,3
Hindutva,3
Rajya Sabha,3
