page_title,change_from_last_week
The Great Gama,40
Prashanth Neel,21
Kazi Nazrul Islam,13
Sarkaru Vaari Paata,12
Dhaakad,12
Konaseema district,11
Alha,9
Salaar,9
Ram Charan,8
Indian Premier League,8
