page_title,users_reverted_past_1_week
Adipurush,12
Jailer (film),11
Project K (film),9
Kuki people,9
Salaar,9
Kanguva,9
Indian cricket team in the West Indies in 2023,8
Dulquer Salmaan,8
Asian News International,8
Maaveeran (2023 film),7
