page_title,users_reverted_past_1_week
Indian National Developmental Inclusive Alliance,8
Next Indian general election,7
Mahatma Gandhi,7
Chandra Shekhar Azad,5
Tripura Legislative Assembly,4
N. Chandrababu Naidu,3
2023 Manipur violence,3
Gurjara-Pratihara dynasty,3
State legislative assemblies of India,2
2023 Rajasthan Legislative Assembly election,2
