page_title,users_reverted_past_1_week
Leo (2023 Indian film),14
Jawan (film),12
Salaar,11
Yashasvi Jaiswal,11
Gurpatwant Singh Pannun,9
Chandrayaan-3,9
N. T. Rama Rao Jr.,8
Settibalija,8
IndiGo,7
George Orwell,7
