page_title,users_reverted_past_1_week
Nationalist Congress Party,6
72 Hoorain,6
Maharashtra Legislative Assembly,5
2023 West Bengal Panchayat elections,5
K. Kamaraj,5
Ashok Gehlot,4
Next West Bengal Legislative Assembly election,4
Aam Aadmi Party,3
Ajit Pawar,2
Uniform Civil Code,2
