page_title,change_from_last_week
Leo (2023 Indian film),13
Jawan (film),11
Yashasvi Jaiswal,9
Chandrayaan-3,8
N. T. Rama Rao Jr.,8
Settibalija,8
Sahal Abdul Samad,7
Salaar,5
George Orwell,5
Shah Rukh Khan,5
