page_title,change_from_last_week
Vijay Rupani,23
2025 Bihar Legislative Assembly election,8
Vice President of India,7
Sarvepalli Radhakrishnan,6
Next West Bengal Legislative Assembly election,5
Next Assam Legislative Assembly election,4
List of lieutenant governors of Delhi,4
C. Rajagopalachari,3
Speaker of the Lok Sabha,3
Indian National Developmental Inclusive Alliance,3
