page_title,users_reverted_past_1_week
Air India Flight 171,53
Zee Bangla,11
Chenab Rail Bridge,11
Air India fleet,10
Zee TV,10
List of accidents and incidents involving airliners in India,9
2025 India–Pakistan conflict,8
Royal Challengers Bengaluru,7
Rinku Singh (cricketer),7
Jaani Dushman: Ek Anokhi Kahani,7
