page_title,change_from_last_week
2024 Indian general election,17
Elections in India,10
N. Chandrababu Naidu,7
Jitin Prasada,7
Jana Sena Party,7
2019 Andhra Pradesh Legislative Assembly election,6
15th Andhra Pradesh Legislative Assembly,6
Dravida Munnetra Kazhagam,5
Lok Sabha,5
Janata Dal (United),5
