page_title,change_from_last_week
Tu Jhoothi Main Makkaar,49
Sunil Chhetri,18
Pranjal Dahiya,16
Holi,12
Leo (2023 Indian film),9
Satish Kaushik,8
Kalinga Institute of Industrial Technology,8
Bengaluru FC,7
Vokkaliga,6
2023 Indian Premier League,5
