page_title,change_from_last_week
All India Anna Dravida Munnetra Kazhagam,7
Nagaland Legislative Assembly,5
Meghalaya Democratic Alliance (2021),4
Insurgency in Punjab,4
Bihar Legislative Assembly,3
Shiv Sena (Uddhav Balasaheb Thackeray),3
Mahatma Gandhi,3
K. Kamaraj,3
Communist Party of India (Marxist),3
Chiranjeevi,3
