page_title,users_reverted_past_1_week
Varisu,15
Jailer (film),13
Independence Day (India),11
Chandrayaan-3,9
Sarkaru Vaari Paata,9
Akshay Kumar,9
Chandragupta Maurya,8
Anupamaa,8
Dulquer Salmaan,7
Salaar,7
