page_title,users_reverted_past_1_week
Bigg Boss (Tamil season 6),27
Kanhoji Angre,22
Ram Setu (film),15
Varisu,13
Aditya Chola II,11
Jhalak Dikhhla Jaa (season 10),11
Rajendra Chola I,10
Doctor G,9
Bheeshma Parvam,9
Sita Ramam,8
