page_title,users_reverted_past_1_week
Mulayam Singh Yadav,7
2022 Gujarat Legislative Assembly election,6
Rajya Sabha,6
Chiranjeevi,5
Proposed states and union territories of India,4
Parliament of India,4
Lok Sabha,4
Uttar Pradesh Legislative Assembly,4
Maharashtra Legislative Assembly,4
United Progressive Alliance,3
