page_title,change_from_last_week
Amritpal Singh Khalsa,13
Simranjit Singh Mann,8
Bhagwant Mann,4
Babbar Khalsa,3
Basangouda Patil Yatnal,3
Shiromani Akali Dal (Amritsar),3
Shiv Sena (Uddhav Balasaheb Thackeray),3
Deep Sidhu,2
Digamber Singh,2
Rashtriya Swayamsevak Sangh,2
