page_title,users_reverted_past_1_week
Doctor G,15
Bigg Boss (Tamil season 6),13
Sanjay Kapoor,13
Beast (2022 Indian film),10
Drishyam 2 (2022 film),10
Ram Setu (film),9
Jawan (film),8
Shah Jahan,7
Bigg Boss (Hindi season 16),7
Gokarakonda Naga Saibaba,7
