page_title,change_from_last_week
V. S. Achuthanandan,7
Mallikarjun Kharge,7
Vivek Agnihotri,6
Alauddin Khalji,5
Muhammad Ali Jinnah,4
2008 Mumbai attacks,4
Operation Blue Star,3
Gopal Italia,3
2022 Indian National Congress presidential election,3
Dera Sacha Sauda,3
