page_title,change_from_last_week
2008 Mumbai attacks,9
2022 Delhi Municipal Corporation election,7
Next Indian general election,4
Varachha Road (Vidhan Sabha constituency),4
Maha Vikas Aghadi,3
Next Rajasthan Legislative Assembly election,3
National Democratic Alliance,2
M. G. Ramachandran,2
Next Telangana Legislative Assembly election,2
Gayatri Devi,2
