page_title,users_reverted_past_1_week
2008 Mumbai attacks,9
2022 Delhi Municipal Corporation election,7
Next Indian general election,4
Varachha Road (Vidhan Sabha constituency),4
National Democratic Alliance,3
Maha Vikas Aghadi,3
Next Rajasthan Legislative Assembly election,3
Indian National Congress,2
Bal Thackeray,2
Insurgency in Jammu and Kashmir,2
