page_title,change_from_last_week
Hanuman Jayanti,13
Physics Wallah,13
2015 Indian swine flu outbreak,12
Radha Saluja,10
2023 Indian Premier League,8
Leo (2023 Indian film),6
St. Xavier's Collegiate School,6
MG Motor India,6
Panvel,6
Nasrullaganj,6
