page_title,change_from_last_week
Draupadi Murmu,8
2022 Gujarat Legislative Assembly election,4
2023 Karnataka Legislative Assembly election,4
All India Anna Dravida Munnetra Kazhagam,3
V. K. Sasikala,3
Tamil Nadu Legislative Assembly,3
Khushbu,3
Atal Bihari Vajpayee,2
Premiership of Narendra Modi,2
J. Jayalalithaa,2
