page_title,users_reverted_past_1_week
India at the 2022 Commonwealth Games,43
Rocketry: The Nambi Effect,32
Cooku with Comali,26
Kaduva,19
Chetan Bhagat,13
Nambi Narayanan,10
Ek Villain Returns,9
Chandragupta Maurya,8
Beast (2022 Indian film),7
SC East Bengal,7
