page_title,users_reverted_past_1_week
Siddaramaiah,8
Partha Chatterjee (politician),6
Lok Sabha,6
Sidhu Moose Wala,5
All India Anna Dravida Munnetra Kazhagam,4
Venkaiah Naidu,4
2022 Gujarat Legislative Assembly election,4
"Ministry of Ports, Shipping and Waterways",4
Eknath Shinde,3
Mamata Banerjee,3
