page_title,users_reverted_past_1_week
Riyan Parag,27
Tejasswi Prakash,9
2023 Indian Premier League,8
Rudhran,8
Tilak Varma,8
Khati,8
Chandragupta Maurya,6
Aditi Rao Hydari,6
Yash (actor),6
Ponniyin Selvan: I,6
