page_title,change_from_last_week
2023 Karnataka Legislative Assembly election,10
Mahua Moitra,9
Satya Pal Malik,6
Sanyukta Bhatia,5
Raghuraj Pratap Singh,3
Raju Pal,3
Abhishek Banerjee (politician),3
S. V. Krishnan,3
The Kashmir Files,3
2022 BJP Muhammad remarks controversy,3
