page_title,change_from_last_week
Fahad Ahmad (activist),11
Baahubali: The Beginning,10
MC Stan,9
Bigg Boss (Hindi season 16),8
Thunivu,6
Beast (2022 Indian film),6
Ratan Tata,6
Shahid Azmi,6
Maharana Pratap,5
Nikki Haley,5
