page_title,users_reverted_past_1_week
2023 Tripura Legislative Assembly election,13
Mahua Moitra,4
Muhammad Ali Jinnah,4
Nanaji Deshmukh,3
"Ministry of Micro, Small and Medium Enterprises",3
Mohammad Hidayatullah,3
Next Indian general election,3
UN mediation of the Kashmir dispute,3
2022 Himachal Pradesh Legislative Assembly election,3
Andhra Pradesh Legislative Assembly,3
