page_title,users_reverted_past_1_week
Project K (film),13
Kaatera,12
Madurai Nayak dynasty,12
12th Fail,11
2024 Indian Premier League,10
Dunki (film),9
Merry Christmas (2023 film),9
Leo (2023 Indian film),9
Lakshadweep,9
Medha Shankar,8
