page_title,change_from_last_week
Mumbai North Central (Lok Sabha constituency),7
Samajwadi Party,6
Left Front (West Bengal),5
Left Front (Tripura),5
Chandivali Assembly constituency,5
Vandre East Assembly constituency,5
Wadala (Vidhan Sabha constituency),4
Vile Parle (Vidhan Sabha constituency),4
Kurla Assembly constituency,4
Vandre West Assembly constituency,4
