page_title,change_from_last_week
Karnataka Legislative Assembly,25
Basavaraj Bommai,9
Next Indian general election,8
Raghav Chadha,6
Hindu nationalism,6
Siddaramaiah,5
Member of the Legislative Assembly (India),4
2023 Rajasthan Legislative Assembly election,3
Government of Karnataka,3
Tejashwi Yadav,3
