page_title,change_from_last_week
2024 Kolkata rape and murder incident,21
Stree 2,15
R. G. Kar Medical College and Hospital,13
Madhabi Puri Buch,10
Independence Day (India),8
Stree (2018 film),8
Finance Secretary (India),8
Kaaviya Thalaivan (2014 film),8
Teen patti,8
Dinesh Vijan's horror-comedy universe,8
