page_title,change_from_last_week
Bazooka (film),13
Tariffs in the second Trump administration,12
North Sentinel Island,7
Tahawwur Hussain Rana,6
Test (2025 film),5
Mahabharat (2013 TV series),5
Classical languages of India,5
Pārśvanātha,4
Chandragupta Maurya,4
Bhagavad Gita,4
