page_title,users_reverted_past_1_week
Tariffs in the second Trump administration,23
Bazooka (film),16
North Sentinel Island,8
Thudarum,7
L2: Empuraan,6
Test (2025 film),6
Tahawwur Hussain Rana,6
Sreeleela,5
Zee Entertainment Enterprises,5
Anupamaa,5
