page_title,users_reverted_past_1_week
Omar Abdullah,8
Nitish Kumar,7
2024 Jharkhand Legislative Assembly election,6
Rao Narbir Singh,5
Surinder Kumar Choudhary,5
Jammu & Kashmir National Conference,4
Palakkad Assembly constituency,4
Amitabh Bachchan,4
2024 Jammu and Kashmir Legislative Assembly election,3
Mithun Chakraborty,3
