page_title,change_from_last_week
The Resistance Front,10
Royal Challengers Bengaluru,10
2025 Indian Premier League final,9
Virat Kohli,8
Bazooka (film),7
Prince Narula,7
2014 Andhra Pradesh Legislative Assembly election,6
Miss World 2025,6
Battle of Gangwana,6
2022 Indian Premier League,6
