page_title,users_reverted_past_1_week
The Resistance Front,12
Royal Challengers Bengaluru,11
Kannada,9
2025 India–Pakistan conflict,9
Bazooka (film),9
2025 Indian Premier League final,9
Virat Kohli,8
Bengali language,7
2014 Andhra Pradesh Legislative Assembly election,7
Miss World 2025,7
