page_title,change_from_last_week
Cyclone Fengal,13
Pushpa 2: The Rule,11
2024 Sambhal violence,10
Pudukkottai,8
Mudaliar,8
Shahi Jama Masjid,8
Sobhita Dhulipala,7
Thunivu,7
Hindu Jagran Manch,7
Pushpa: The Rise,6
