page_title,users_reverted_past_1_week
Rajesh Khanna,3
Mahatma Gandhi,3
Jammu & Kashmir National Conference,3
Devendra Fadnavis,3
Indian National Developmental Inclusive Alliance,3
Uddhav Thackeray,2
Kuki–Paite ethnic clash of 1997–1998,2
Mithun Chakraborty,2
The Emergency (India),2
Fundamental rights in India,2
