page_title,change_from_last_week
Mahatma Gandhi,3
Jammu & Kashmir National Conference,3
Devendra Fadnavis,3
Indian National Developmental Inclusive Alliance,3
Rajesh Khanna,2
Fundamental rights in India,2
Indian National Congress,2
Shiromani Akali Dal,2
All India Anna Dravida Munnetra Kazhagam,2
Hindu Makkal Katchi,2
