page_title,users_reverted_past_1_week
Bigg Boss (Hindi TV series) season 18,21
2024 Sambhal violence,17
Pushpa 2: The Rule,14
Cyclone Fengal,13
Sobhita Dhulipala,9
Pudukkottai,9
Pushpa: The Rise,8
Thunivu,8
Mudaliar,8
Shahi Jama Masjid,8
