page_title,users_reverted_past_1_week
The Kashmir Files,33
Exodus of Kashmiri Hindus,15
Vivek Agnihotri,8
Charanjit Singh Channi,8
Bhagwant Mann,7
Gujarat Files,6
Anil Tripathi,6
2022 Gujarat Legislative Assembly election,5
Syed Ali Shah Geelani,4
Tek Fog,4
