page_title,change_from_last_week
Rajesh Gahlot,6
2026 West Bengal Legislative Assembly election,4
Pattali Makkal Katchi,3
1984 anti-Sikh riots,2
Pawan Kalyan,2
Ravi Kishan,2
Indian National Congress (Organisation),2
Devendra Fadnavis,2
National Investigation Agency,2
Tamilaga Vettri Kazhagam,2
