page_title,change_from_last_week
Lokesh Kanagaraj,11
2025 India–Pakistan conflict,9
Bhagavad Gita,8
Independence Day (India),7
Retro (film),7
Deewaar,6
Perambra,6
Sachein,5
Rajbanshi people,5
Konkani language,5
