page_title,change_from_last_week
Bigg Boss (Hindi TV series) season 18,21
State Bank of India,17
Baby John (film),12
ICICI Bank,10
Ujjivan Small Finance Bank,10
Kaatera,10
Salaar,8
Vodafone Idea Ltd,8
Neetu Singh,8
UI (film),7
