page_title,users_reverted_past_1_week
2024 Indian Premier League,31
Salaar,26
Dunki (film),17
Sreeleela,11
Bonda Mani,11
Anupamaa,9
Prashanth Neel,9
Pushpa 2: The Rule,9
Bhagwant Das,9
Koodathayi cyanide murders,8
