page_title,users_reverted_past_1_week
Ramesh Narayan,45
India national cricket team,25
Turbo (2024 film),17
Indian 2,17
Kill (film),15
Indian (1996 film),12
Bigg Boss OTT (Hindi Digital series) season 3,11
2024–25 Indian Super League,8
Isha Malviya,7
Stree 2,7
