page_title,change_from_last_week
2023 Manipur violence,4
Bharatiya Janata Party,3
Samajwadi Party,3
Communist Party of India (Marxist),3
Oommen Chandy,3
Ramanathapuram (Lok Sabha constituency),3
Second Modi ministry,3
Om Prakash Jindal,3
Next Madhya Pradesh Legislative Assembly election,3
2023 Rajasthan Legislative Assembly election,2
